日期,PP华东现货价
2014/12/3,9825
2014/12/4,9675
2014/12/5,9625
2014/12/8,9525
2014/12/9,9250
2014/12/10,9125
2014/12/11,8900
2014/12/12,8750
2014/12/15,8775
2014/12/16,8825
2014/12/17,8950
2014/12/18,9125
2014/12/19,9325
2014/12/22,9525
2014/12/23,9325
2014/12/24,9325
2014/12/25,9325
2014/12/26,9275
2014/12/29,9250
2014/12/30,9350
2014/12/31,9300
2015/1/5,9100
2015/1/6,8800
2015/1/7,8600
2015/1/8,8300
2015/1/9,8000
2015/1/12,8100
2015/1/13,8050
2015/1/14,8100
2015/1/15,8300
2015/1/16,8250
2015/1/19,8300
2015/1/20,8250
2015/1/21,8200
2015/1/22,8050
2015/1/23,7850
2015/1/26,7800
2015/1/27,7750
2015/1/28,7700
2015/1/29,7650
2015/1/30,7600
2015/2/2,7800
2015/2/3,8000
2015/2/4,8200
2015/2/5,8050
2015/2/6,8050
2015/2/9,8050
2015/2/10,8050
2015/2/11,8050
2015/2/12,8050
2015/2/13,8150
2015/2/16,8150
2015/2/17,8150
2015/2/25,8150
2015/2/26,8250
2015/2/27,8250
2015/3/2,8500
2015/3/3,8550
2015/3/4,8500
2015/3/5,8400
2015/3/6,8350
2015/3/9,8200
2015/3/10,8150
2015/3/11,8050
2015/3/12,8200
2015/3/13,8250
2015/3/16,8300
2015/3/17,8350
2015/3/18,8250
2015/3/19,8350
2015/3/20,8300
2015/3/23,8500
2015/3/24,8600
2015/3/25,8650
2015/3/26,8650
2015/3/27,8700
2015/3/30,8700
2015/3/31,8750
2015/4/1,8875
2015/4/2,8950
2015/4/3,8900
2015/4/7,8950
2015/4/8,9200
2015/4/9,9150
2015/4/10,9050
2015/4/13,9100
2015/4/14,8950
2015/4/15,8850
2015/4/16,9050
2015/4/17,9150
2015/4/20,9100
2015/4/21,9150
2015/4/22,9150
2015/4/23,9200
2015/4/24,9300
2015/4/27,9500
2015/4/28,9600
2015/4/29,9500
2015/4/30,9600
2015/5/4,9600
2015/5/5,9600
2015/5/6,9600
2015/5/7,9500
2015/5/8,9350
2015/5/11,9400
2015/5/12,9200
2015/5/13,9100
2015/5/14,9100
2015/5/15,9000
2015/5/18,9000
2015/5/19,8900
2015/5/20,8850
2015/5/21,8950
2015/5/22,9000
2015/5/25,9150
2015/5/26,9200
2015/5/27,9000
2015/5/28,8800
2015/5/29,8800
2015/6/1,8800
2015/6/2,8750
2015/6/3,8800
2015/6/4,8850
2015/6/5,8850
2015/6/8,8850
2015/6/9,8750
2015/6/10,8900
2015/6/11,9000
2015/6/12,8900
2015/6/15,8800
2015/6/16,8900
2015/6/17,8800
2015/6/18,8700
2015/6/19,8750
2015/6/23,8650
2015/6/24,8750
2015/6/25,8700
2015/6/26,8750
2015/6/29,8700
2015/6/30,8700
2015/7/1,8700
2015/7/2,8650
2015/7/3,8600
2015/7/6,8600
2015/7/7,8300
2015/7/8,8100
2015/7/9,8350
2015/7/10,8350
2015/7/13,8350
2015/7/14,8350
2015/7/15,8300
2015/7/16,8200
2015/7/17,8150
2015/7/20,8150
2015/7/21,8100
2015/7/22,8180
2015/7/23,8200
2015/7/24,8100
2015/7/27,7950
2015/7/28,7950
2015/7/29,8000
2015/7/30,8000
2015/7/31,7900
2015/8/3,7800
2015/8/4,7850
2015/8/5,7950
2015/8/6,8000
2015/8/7,8050
2015/8/10,8100
2015/8/11,8300
2015/8/12,8300
2015/8/13,8250
2015/8/14,8250
2015/8/17,8200
2015/8/18,8100
2015/8/19,8150
2015/8/20,8100
2015/8/21,8050
2015/8/24,7900
2015/8/25,7850
2015/8/26,7800
2015/8/27,7750
2015/8/28,7850
2015/8/31,7900
2015/9/1,8050
2015/9/2,8000
2015/9/7,8050
2015/9/8,7850
2015/9/9,7900
2015/9/10,7750
2015/9/11,7850
2015/9/14,7750
2015/9/15,7650
2015/9/16,7650
2015/9/17,7750
2015/9/18,7700
2015/9/21,7700
2015/9/22,7650
2015/9/23,7650
2015/9/24,7600
2015/9/25,7550
2015/9/28,7500
2015/9/29,7400
2015/9/30,7400
2015/10/8,7500
2015/10/9,7650
2015/10/12,7550
2015/10/13,7450
2015/10/14,7350
2015/10/15,7300
2015/10/16,7250
2015/10/19,7100
2015/10/20,7150
2015/10/21,7150
2015/10/22,7100
2015/10/23,7100
2015/10/26,7000
2015/10/27,6950
2015/10/28,6900
2015/10/29,7000
2015/10/30,6900
2015/11/2,6900
2015/11/3,6850
2015/11/4,6900
2015/11/5,6800
2015/11/6,6750
2015/11/9,6700
2015/11/10,6650
2015/11/11,6550
2015/11/12,6550
2015/11/13,6350
2015/11/16,6250
2015/11/17,6250
2015/11/18,6350
2015/11/19,6400
2015/11/20,6250
2015/11/23,6100
2015/11/24,6200
2015/11/25,6300
2015/11/26,6400
2015/11/27,6500
2015/11/30,6450
2015/12/1,6550
2015/12/2,6550
2015/12/3,6500
2015/12/4,6520
2015/12/7,6500
2015/12/8,6350
2015/12/9,6250
2015/12/10,6200
2015/12/11,6100
2015/12/14,6050
2015/12/15,6050
2015/12/16,6100
2015/12/17,6150
2015/12/18,6175
2015/12/21,6150
2015/12/22,6200
2015/12/23,6250
2015/12/24,6400
2015/12/25,6450
2015/12/28,6400
2015/12/29,6350
2015/12/30,6350
2015/12/31,6400
2016/1/4,6350
2016/1/5,6350
2016/1/6,6300
2016/1/7,6150
2016/1/8,6100
2016/1/11,6050
2016/1/12,6050
2016/1/13,6000
2016/1/14,6050
2016/1/15,6100
2016/1/18,6150
2016/1/19,6150
2016/1/20,6200
2016/1/21,6250
2016/1/22,6250
2016/1/25,6300
2016/1/26,6350
2016/1/27,6350
2016/1/28,6300
2016/1/29,6300
2016/2/1,6300
2016/2/2,6300
2016/2/3,6300
2016/2/4,6300
2016/2/5,6350
2016/2/15,6350
2016/2/16,6350
2016/2/17,6200
2016/2/18,6250
2016/2/19,6300
2016/2/22,6350
2016/2/23,6300
2016/2/24,6350
2016/2/25,6400
2016/2/26,6450
2016/2/29,6450
2016/3/1,6500
2016/3/2,6600
2016/3/3,6650
2016/3/4,6850
2016/3/7,6975
2016/3/8,6975
2016/3/9,7000
2016/3/10,7050
2016/3/11,6900
2016/3/14,6850
2016/3/15,6800
2016/3/16,6900
2016/3/17,7100
2016/3/18,7300
2016/3/21,7350
2016/3/22,7200
2016/3/23,7200
2016/3/24,7300
2016/3/25,7350
2016/3/28,7370
2016/3/29,7370
2016/3/30,7400
2016/3/31,7370
2016/4/1,7500
2016/4/5,7500
2016/4/6,7400
2016/4/7,7350
2016/4/8,7150
2016/4/11,7200
2016/4/12,7150
2016/4/13,7200
2016/4/14,7150
2016/4/15,7050
2016/4/18,7000
2016/4/19,6850
2016/4/20,6700
2016/4/21,6730
2016/4/22,6750
2016/4/25,6850
2016/4/26,6950
2016/4/27,6950
2016/4/28,6850
2016/4/29,6800
2016/5/3,6750
2016/5/4,6750
2016/5/5,6720
2016/5/6,6650
2016/5/9,6650
2016/5/10,6600
2016/5/11,6750
2016/5/12,6850
2016/5/13,6750
2016/5/16,6800
2016/5/17,6760
2016/5/18,6750
2016/5/19,6750
2016/5/20,6700
2016/5/23,6600
2016/5/24,6650
2016/5/25,6650
2016/5/26,6700
2016/5/27,6700
2016/5/30,6750
2016/5/31,6800
2016/6/1,6900
2016/6/2,6950
2016/6/3,6980
2016/6/6,6950
2016/6/7,7000
2016/6/8,7000
2016/6/13,7020
2016/6/14,7050
2016/6/15,7050
2016/6/16,7070
2016/6/17,7100
2016/6/20,7200
2016/6/21,7300
2016/6/22,7350
2016/6/23,7350
2016/6/24,7450
2016/6/27,7650
2016/6/28,7900
2016/6/29,7800
2016/6/30,8000
2016/7/1,7900
2016/7/4,8300
2016/7/5,8300
2016/7/6,8300
2016/7/7,8300
2016/7/8,8000
2016/7/11,8080
2016/7/12,8250
2016/7/13,8150
2016/7/14,8150
2016/7/15,8100
2016/7/18,8100
2016/7/19,8000
2016/7/20,8000
2016/7/21,8050
2016/7/22,8100
2016/7/25,8000
2016/7/26,8000
2016/7/27,8000
2016/7/28,8150
2016/7/29,8100
2016/8/1,8200
2016/8/2,8150
2016/8/3,8150
2016/8/4,8150
2016/8/5,8200
2016/8/8,8250
2016/8/9,8200
2016/8/10,8200
2016/8/11,8150
2016/8/12,8150
2016/8/15,8150
2016/8/16,8180
2016/8/17,8180
2016/8/18,8200
2016/8/19,8200
2016/8/22,8200
2016/8/23,8200
2016/8/24,8250
2016/8/25,8200
2016/8/26,8200
2016/8/29,8150
2016/8/30,8150
2016/8/31,8100
2016/9/1,8030
2016/9/2,8000
2016/9/5,8000
2016/9/6,8000
2016/9/7,8000
2016/9/8,7980
2016/9/9,7950
2016/9/12,7900
2016/9/13,7800
2016/9/14,7800
2016/9/19,7700
2016/9/20,7650
2016/9/21,7730
2016/9/22,7800
2016/9/23,7680
2016/9/26,7700
2016/9/27,7700
2016/9/28,7700
2016/9/29,7750
2016/9/30,7770
2016/10/10,8000
2016/10/11,8150
2016/10/12,8100
2016/10/13,7900
2016/10/14,7840
2016/10/17,7900
2016/10/18,7950
2016/10/19,8050
2016/10/20,8050
2016/10/21,8050
2016/10/24,8150
2016/10/25,8400
2016/10/26,8200
2016/10/27,8150
2016/10/28,8300
2016/10/31,8600
2016/11/1,8600
2016/11/2,8400
2016/11/3,8400
2016/11/4,8350
2016/11/7,8400
2016/11/8,8500
2016/11/9,8700
2016/11/10,8750
2016/11/11,9000
2016/11/14,8650
2016/11/15,8550
2016/11/16,8550
2016/11/17,8500
2016/11/18,8300
2016/11/21,8500
2016/11/22,8650
2016/11/23,8550
2016/11/24,8500
2016/11/25,8400
2016/11/28,8480
2016/11/29,8380
2016/11/30,8300
2016/12/1,8400
2016/12/2,8500
2016/12/5,8650
2016/12/6,8700
2016/12/7,9000
2016/12/8,9000
2016/12/9,9150
2016/12/12,9500
2016/12/13,9500
2016/12/14,9600
2016/12/15,9500
2016/12/16,9500
2016/12/19,9250
2016/12/20,9050
2016/12/21,9100
2016/12/22,9050
2016/12/23,8850
2016/12/26,9000
2016/12/27,9050
2016/12/28,9100
2016/12/29,9050
2016/12/30,8800
2017/1/3,8600
2017/1/4,8550
2017/1/5,8500
2017/1/6,8550
2017/1/9,8600
2017/1/10,8600
2017/1/11,8600
2017/1/12,8680
2017/1/13,8750
2017/1/16,9000
2017/1/17,8900
2017/1/18,8850
2017/1/19,8800
2017/1/20,8800
2017/1/23,8850
2017/1/24,8900
2017/1/25,9000
2017/1/26,9100
2017/2/3,9100
2017/2/6,9000
2017/2/7,9050
2017/2/8,8950
2017/2/9,9000
2017/2/10,8900
2017/2/13,9050
2017/2/14,9050
2017/2/15,8950
2017/2/16,8800
2017/2/17,8750
2017/2/20,8750
2017/2/21,8600
2017/2/22,8570
2017/2/23,8450
2017/2/24,8430
2017/2/27,8520
2017/2/28,8350
2017/3/1,8350
2017/3/2,8350
2017/3/3,8400
2017/3/6,8500
2017/3/7,8400
2017/3/8,8250
2017/3/9,8100
2017/3/10,8050
2017/3/13,7950
2017/3/14,8000
2017/3/15,8050
2017/3/16,8100
2017/3/17,8150
2017/3/20,8100
2017/3/21,8150
2017/3/22,8000
2017/3/23,8050
2017/3/24,8020
2017/3/27,7800
2017/3/28,7900
2017/3/29,8000
2017/3/30,8000
2017/3/31,7950
2017/4/5,8100
2017/4/6,8150
2017/4/7,8150
2017/4/10,8000
2017/4/11,8000
2017/4/12,8000
2017/4/13,7930
2017/4/14,7850
2017/4/17,7830
2017/4/18,7700
2017/4/19,7700
2017/4/20,7700
2017/4/21,7700
2017/4/24,7600
2017/4/25,7600
2017/4/26,7630
2017/4/27,7700
2017/4/28,7750
2017/5/2,7720
2017/5/3,7700
2017/5/4,7550
2017/5/5,7500
2017/5/8,7550
2017/5/9,7500
2017/5/10,7400
2017/5/11,7450
2017/5/12,7450
2017/5/15,7550
2017/5/16,7600
2017/5/17,7650
2017/5/18,7680
2017/5/19,7950
2017/5/22,7950
2017/5/23,7950
2017/5/24,7900
2017/5/25,7950
2017/5/26,7900
2017/5/31,7750
2017/6/1,7800
2017/6/2,7630
2017/6/5,7600
2017/6/6,7600
2017/6/7,7600
2017/6/8,7630
2017/6/9,7630
2017/6/12,7700
2017/6/13,7600
2017/6/14,7600
2017/6/15,7530
2017/6/16,7550
2017/6/19,7600
2017/6/20,7580
2017/6/21,7530
2017/6/22,7470
2017/6/23,7500
2017/6/26,7600
2017/6/27,7600
2017/6/28,7580
2017/6/29,7700
2017/6/30,7750
2017/7/3,7800
2017/7/4,7670
2017/7/5,7720
2017/7/6,7800
2017/7/7,7910
2017/7/10,7880
2017/7/11,7900
2017/7/12,7900
2017/7/13,7900
2017/7/14,7900
2017/7/17,8000
2017/7/18,8050
2017/7/19,8100
2017/7/20,8300
2017/7/21,8350
2017/7/24,8250
2017/7/25,8350
2017/7/26,8260
2017/7/27,8200
2017/7/28,8050
2017/7/31,8080
2017/8/1,8250
2017/8/2,8200
2017/8/3,8150
2017/8/4,8300
2017/8/7,8250
2017/8/8,8300
2017/8/9,8350
2017/8/10,8400
2017/8/11,8330
2017/8/14,8320
2017/8/15,8250
2017/8/16,8250
2017/8/17,8400
2017/8/18,8430
2017/8/21,8550
2017/8/22,8580
2017/8/23,8750
2017/8/24,8750
2017/8/25,8850
2017/8/28,8800
2017/8/29,8800
2017/8/30,8850
2017/8/31,8900
2017/9/1,9000
2017/9/4,9300
2017/9/5,9250
2017/9/6,9200
2017/9/7,9050
2017/9/8,9100
2017/9/11,8900
2017/9/12,8950
2017/9/13,8850
2017/9/14,8750
2017/9/15,8670
2017/9/18,8600
2017/9/19,8600
2017/9/20,8600
2017/9/21,8500
2017/9/22,8450
2017/9/25,8550
2017/9/26,8650
2017/9/27,8700
2017/9/28,8450
2017/9/29,8600
2017/10/9,8600
2017/10/10,8600
2017/10/11,8560
2017/10/12,8500
2017/10/13,8650
2017/10/16,8650
2017/10/17,8850
2017/10/18,8850
2017/10/19,8650
2017/10/20,8890
2017/10/23,8880
2017/10/24,8850
2017/10/25,8830
2017/10/26,8700
2017/10/27,8600
2017/10/30,8650
2017/10/31,8600
2017/11/1,8580
2017/11/2,8630
2017/11/3,8750
2017/11/6,8900
2017/11/7,8900
2017/11/8,8950
2017/11/9,9000
2017/11/10,8920
2017/11/13,8950
2017/11/14,8930
2017/11/15,8800
2017/11/16,8800
2017/11/17,8800
2017/11/20,8900
2017/11/21,9050
2017/11/22,9000
2017/11/23,9020
2017/11/24,9030
2017/11/27,9100
2017/11/28,8780
2017/11/29,8770
2017/11/30,8760
2017/12/1,9000
2017/12/4,9030
2017/12/5,9080
2017/12/6,9080
2017/12/7,8850
2017/12/8,8880
2017/12/11,9030
2017/12/12,9080
2017/12/13,8980
2017/12/14,9000
2017/12/15,8920
2017/12/18,8980
2017/12/19,9040
2017/12/20,9080
2017/12/21,9070
2017/12/22,9050
2017/12/25,8970
2017/12/26,9070
2017/12/27,9100
2017/12/28,9070
2017/12/29,9200
2018/1/2,9300
2018/1/3,9350
2018/1/4,9350
2018/1/5,9350
2018/1/8,9400
2018/1/9,9350
2018/1/10,9400
2018/1/11,9450
2018/1/12,9450
2018/1/15,9520
2018/1/16,9450
2018/1/17,9400
2018/1/18,9350
2018/1/19,9350
2018/1/22,9450
2018/1/23,9350
2018/1/24,9350
2018/1/25,9450
2018/1/26,9450
2018/1/29,9500
2018/1/30,9500
2018/1/31,9450
2018/2/1,9450
2018/2/2,9380
2018/2/5,9330
2018/2/6,9300
2018/2/7,9300
2018/2/8,9130
2018/2/9,9120
2018/2/12,9100
2018/2/13,9100
2018/2/14,9100
2018/2/22,9225
2018/2/23,9200
2018/2/26,9050
2018/2/27,9000
2018/2/28,9000
2018/3/1,9000
2018/3/2,9070
2018/3/5,9000
2018/3/6,9000
2018/3/7,9000
2018/3/8,8850
2018/3/9,8800
2018/3/12,8720
2018/3/13,8750
2018/3/14,8750
2018/3/15,8750
2018/3/16,8610
2018/3/19,8610
2018/3/20,8550
2018/3/21,8565
2018/3/22,8600
2018/3/23,8400
2018/3/26,8400
2018/3/27,8430
2018/3/28,8400
2018/3/29,8650
2018/3/30,8550
2018/4/2,8700
2018/4/3,8700
2018/4/4,8650
2018/4/9,8750
2018/4/10,8820
2018/4/11,8850
2018/4/12,8820
2018/4/13,8820
2018/4/16,8800
2018/4/17,8800
2018/4/18,8800
2018/4/19,8830
2018/4/20,8850
2018/4/23,8750
2018/4/24,8750
2018/4/25,8750
2018/4/26,8800
2018/4/27,8830
2018/5/2,9000
2018/5/3,9070
2018/5/4,9100
2018/5/7,9130
2018/5/8,9100
2018/5/9,9050
2018/5/10,9150
2018/5/11,9120
2018/5/14,9100
2018/5/15,9050
2018/5/16,9130
2018/5/17,9130
2018/5/18,9130
2018/5/21,9150
2018/5/22,9130
2018/5/23,9100
2018/5/24,9100
2018/5/25,9030
2018/5/28,8950
2018/5/29,9050
2018/5/30,9000
2018/5/31,9000
2018/6/1,9120
2018/6/4,9150
2018/6/5,9190
2018/6/6,9100
2018/6/7,9150
2018/6/8,9150
2018/6/11,9200
2018/6/12,9250
2018/6/13,9200
2018/6/14,9150
2018/6/15,9130
2018/6/19,9030
2018/6/20,9030
2018/6/21,8990
2018/6/22,8900
2018/6/25,8920
2018/6/26,8950
2018/6/27,8990
2018/6/28,9020
2018/6/29,9150
2018/7/2,9150
2018/7/3,9150
2018/7/4,9170
2018/7/5,9050
2018/7/6,9050
2018/7/9,9070
2018/7/10,9050
2018/7/11,9070
2018/7/12,9200
2018/7/13,9250
2018/7/16,9250
2018/7/17,9255
2018/7/18,9270
2018/7/19,9220
2018/7/20,9280
2018/7/23,9300
2018/7/24,9390
2018/7/25,9420
2018/7/26,9400
2018/7/27,9410
2018/7/30,9500
2018/7/31,9540
2018/8/1,9540
2018/8/2,9600
2018/8/3,9650
2018/8/6,9900
2018/8/7,9950
2018/8/8,9980
2018/8/9,9980
2018/8/10,9980
2018/8/13,9920
2018/8/14,10080
2018/8/15,9980
2018/8/16,9940
2018/8/17,9940
2018/8/20,9820
2018/8/21,9840
2018/8/22,9860
2018/8/23,9750
2018/8/24,9720
2018/8/27,9730
2018/8/28,9750
2018/8/29,9770
2018/8/30,9750
2018/8/31,9780
2018/9/3,9700
2018/9/4,9780
2018/9/5,9780
2018/9/6,9810
2018/9/7,9870
2018/9/10,9950
2018/9/11,9950
2018/9/12,9850
2018/9/13,9930
2018/9/14,9970
2018/9/17,10100
2018/9/18,10200
2018/9/19,10300
2018/9/20,10450
2018/9/21,10450
2018/9/25,10480
2018/9/26,10400
2018/9/27,10450
2018/9/28,10530
2018/10/8,10800
2018/10/9,11000
2018/10/10,11130
2018/10/11,11100
2018/10/12,11050
2018/10/15,11000
2018/10/16,10980
2018/10/17,10850
2018/10/18,10850
2018/10/19,10850
2018/10/22,10850
2018/10/23,10730
2018/10/24,10700
2018/10/25,10480
2018/10/26,10500
2018/10/29,10450
2018/10/30,10300
2018/10/31,10350
2018/11/1,10400
2018/11/2,10300
2018/11/5,10380
2018/11/6,10350
2018/11/7,10250
2018/11/8,10250
2018/11/9,10200
2018/11/12,10060
2018/11/13,9980
2018/11/14,9700
2018/11/15,9900
2018/11/16,9880
2018/11/19,9800
2018/11/20,9680
2018/11/21,9300
2018/11/22,9300
2018/11/23,9050
2018/11/26,8750
2018/11/27,8770
2018/11/28,8800
2018/11/29,8900
2018/11/30,8900
2018/12/3,9070
2018/12/4,9250
2018/12/5,9450
2018/12/6,9500
2018/12/7,9350
2018/12/10,9350
2018/12/11,9150
2018/12/12,9100
2018/12/13,9080
2018/12/14,9120
2018/12/17,9250
2018/12/18,9240
2018/12/19,9200
2018/12/20,9240
2018/12/21,9200
2018/12/24,8980
2018/12/25,8900
2018/12/26,8970
2018/12/27,9100
2018/12/28,9100
2019/1/2,9100
2019/1/3,8980
2019/1/4,9030
2019/1/7,9120
2019/1/8,9150
2019/1/9,9200
2019/1/10,9170
2019/1/11,9170
2019/1/14,9200
2019/1/15,9100
2019/1/16,9150
2019/1/17,9150
